patientid,firstname,lastname,middlename,ssn,phonenumber,gender,dateofbirth,address,modifieddate,source_hospital,unified_patient_id,insurance,email,email_valid,data_quality_flag,age,year,month,quarter,dayofweek
HOSP1-000695,Destiny,Smith,D,446-81-8937,00138888405091426,Female,1992-10-14,"524 Tammy Forge, Port Katherineside, GA 10053",2023-01-20,hospital_a,A-HOSP1-000695,,,False,Invalid Email,32,2023,1,1,Friday
HOSP1-000696,Carlos,Ortega,X,659-34-8276,8555143936,Female,1949-10-30,"66626 Randolph Coves Suite 585, Thomasfurt, ID 08359",2023-05-14,hospital_a,A-HOSP1-000696,,,False,Invalid Email,75,2023,5,2,Sunday
HOSP1-000697,Jason,Hogan,A,125-33-9620,1460935746655562,Male,1933-09-03,"65428 Stout Isle Suite 979, South Jessica, WI 71293",2022-12-24,hospital_a,A-HOSP1-000697,,,False,Invalid Email,91,2022,12,4,Saturday
HOSP1-000698,Gabriel,Hill,D,888-46-9663,90940804074986,Female,1974-08-28,"895 Steele Pass Apt. 832, Lake Catherineview, KS 57420",2022-06-21,hospital_a,A-HOSP1-000698,,,False,Invalid Email,50,2022,6,2,Tuesday
HOSP1-000699,Brittany,Weiss,U,864-02-3584,4008200958,Female,1989-02-15,"276 Janice Walk Suite 914, Stevenberg, MN 55439",2020-02-11,hospital_a,A-HOSP1-000699,,,False,Invalid Email,36,2020,2,1,Tuesday
HOSP1-000700,Joshua,Bennett,O,734-48-5851,7589156980,Male,2011-03-07,"221 Jennifer Cape Apt. 343, Lake Alan, MO 72985",2023-03-28,hospital_a,A-HOSP1-000700,,,False,Invalid Email,14,2023,3,1,Tuesday
HOSP1-000701,William,Brooks,H,732-07-3952,25072386147368,Male,2024-01-08,"0248 Rosario Place, New Destiny, MH 64271",2022-07-20,hospital_a,A-HOSP1-000701,,,False,Invalid Email,1,2022,7,3,Wednesday
HOSP1-000702,Carla,Rojas,M,728-90-9425,2625040824,Male,1957-07-05,"55827 Larry Ridges Apt. 826, Lake Joel, MO 57754",2024-07-23,hospital_a,A-HOSP1-000702,,,False,Invalid Email,68,2024,7,3,Tuesday
HOSP1-000703,Crystal,Holland,H,151-70-3498,41985130075593,Male,2023-11-26,"3657 Henderson Plain Apt. 539, Robertport, CO 17643",2021-01-26,hospital_a,A-HOSP1-000703,,,False,Invalid Email,1,2021,1,1,Tuesday
HOSP1-000704,Barbara,Carter,R,551-71-6382,2376964073446,Male,2023-05-08,"058 Stewart Manor Suite 733, Samanthaport, KY 86553",2024-10-15,hospital_a,A-HOSP1-000704,,,False,Invalid Email,2,2024,10,4,Tuesday
HOSP1-000705,Matthew,Edwards,D,330-67-1703,91456707867868,Male,2010-10-22,"24013 Stanley Gateway, Allenchester, SD 89713",2020-09-28,hospital_a,A-HOSP1-000705,,,False,Invalid Email,14,2020,9,3,Monday
HOSP1-000706,Brandon,Gardner,L,434-87-9388,7822081277467,Male,2023-06-12,"PSC 2120, Box 1488, APO AA 88440",2023-07-23,hospital_a,A-HOSP1-000706,,,False,Invalid Email,2,2023,7,3,Sunday
HOSP1-000707,Daniel,Powell,W,072-77-1098,8273041124,Male,1976-05-09,"75584 Weaver Hill, Walterburgh, AZ 57319",2023-10-04,hospital_a,A-HOSP1-000707,,,False,Invalid Email,49,2023,10,4,Wednesday
HOSP1-000708,Jeffery,Jackson,U,262-82-4540,24598637143005,Female,1936-09-16,"494 Klein Shoal Suite 905, Emilyland, NC 46530",2022-10-08,hospital_a,A-HOSP1-000708,,,False,Invalid Email,88,2022,10,4,Saturday
HOSP1-000709,Bryan,Pearson,O,634-73-3423,1484566136363512,Female,1930-02-15,"508 Joshua Creek, East Zachary, MD 05116",2022-08-16,hospital_a,A-HOSP1-000709,,,False,Invalid Email,95,2022,8,3,Tuesday
HOSP1-000710,Barry,Schroeder,N,750-05-4580,001602286529747149,Female,1951-11-08,"09403 Ballard Locks Apt. 386, West Williamtown, AL 13350",2021-06-17,hospital_a,A-HOSP1-000710,,,False,Invalid Email,73,2021,6,2,Thursday
HOSP1-000711,Carla,Smith,M,299-23-8366,6833135403,Female,1962-07-12,"487 Moore Path Apt. 704, North Sarah, TN 42229",2022-05-08,hospital_a,A-HOSP1-000711,,,False,Invalid Email,63,2022,5,2,Sunday
HOSP1-000712,Alexandria,Ellis,M,327-03-9000,1751303362070397,Male,2021-07-31,"72724 Barton Lights, Nashland, LA 93454",2022-09-11,hospital_a,A-HOSP1-000712,,,False,Invalid Email,4,2022,9,3,Sunday
HOSP1-000713,Jessica,Reynolds,V,667-43-7939,4177609283817,Female,2003-08-18,"950 Jones Crest Apt. 797, Lake Jennifer, AR 26506",2023-05-22,hospital_a,A-HOSP1-000713,,,False,Invalid Email,21,2023,5,2,Monday
HOSP1-000714,Alexander,Skinner,Z,433-91-6767,1881411064001262,Female,1945-09-04,"116 Sarah Cliff Apt. 079, East Nichole, NV 37216",2024-04-04,hospital_a,A-HOSP1-000714,,,False,Invalid Email,79,2024,4,2,Thursday
HOSP1-000715,Sergio,Harris,T,732-83-9816,6928708180451,Female,2011-10-10,"USNV Brown, FPO AE 75938",2024-10-27,hospital_a,A-HOSP1-000715,,,False,Invalid Email,13,2024,10,4,Sunday
HOSP1-000716,Bridget,Bowman,B,832-96-8217,19605080331,Female,1961-07-15,"51036 Pittman Islands, Lake Juliamouth, WV 35713",2022-02-23,hospital_a,A-HOSP1-000716,,,False,Invalid Email,64,2022,2,1,Wednesday
HOSP1-000717,Omar,Lawson,W,811-79-5914,87061259812967,Female,1950-09-24,"8623 Amber Prairie, West Curtisberg, ME 37026",2020-04-28,hospital_a,A-HOSP1-000717,,,False,Invalid Email,74,2020,4,2,Tuesday
HOSP1-000718,Mary,Ward,L,828-72-3722,0012843444881,Male,2003-06-06,"40833 Aimee Landing, South Sarahstad, AZ 93891",2022-11-02,hospital_a,A-HOSP1-000718,,,False,Invalid Email,22,2022,11,4,Wednesday
HOSP1-000719,Eric,Stanton,F,329-24-7592,0018682834269061,Male,1945-05-15,"56423 Sarah Ranch Apt. 166, North Danchester, SC 77031",2022-02-01,hospital_a,A-HOSP1-000719,,,False,Invalid Email,80,2022,2,1,Tuesday
HOSP1-000720,Timothy,Brooks,M,518-73-1689,1985522922936416,Female,1926-06-27,"36191 Mary Orchard, Tammyport, AS 71250",2024-08-20,hospital_a,A-HOSP1-000720,,,False,Invalid Email,99,2024,8,3,Tuesday
HOSP1-000721,Jessica,Peters,S,639-58-8844,7678921025,Male,2012-12-06,"80981 Carrillo Via Suite 479, East Markview, NY 49929",2020-04-21,hospital_a,A-HOSP1-000721,,,False,Invalid Email,12,2020,4,2,Tuesday
HOSP1-000722,Cassidy,Smith,O,890-76-7911,24468012015020,Male,2011-04-07,"2988 Ray Greens Suite 718, West Jeanetteberg, FL 69679",2024-02-17,hospital_a,A-HOSP1-000722,,,False,Invalid Email,14,2024,2,1,Saturday
HOSP1-000723,Jason,Cole,Y,799-92-4973,8415185634,Female,1997-01-08,"3355 Debra Shores Suite 621, New Johnhaven, IL 71163",2020-08-18,hospital_a,A-HOSP1-000723,,,False,Invalid Email,28,2020,8,3,Tuesday
HOSP1-000724,Lauren,Lopez,L,192-27-5263,6172540869,Female,1944-11-30,"11315 Mitchell Points, Katrinachester, KS 62498",2020-12-27,hospital_a,A-HOSP1-000724,,,False,Invalid Email,80,2020,12,4,Sunday
HOSP1-000725,Angela,Anderson,D,653-96-5258,4272364781342,Female,1967-09-14,"2837 Nelson Crescent Apt. 751, Michaelmouth, KS 80087",2023-04-20,hospital_a,A-HOSP1-000725,,,False,Invalid Email,57,2023,4,2,Thursday
HOSP1-000726,Monica,Stevenson,O,326-74-9073,0014733990836460,Male,1978-09-01,"19664 Peterson Lakes, West Brianburgh, MT 68156",2023-03-29,hospital_a,A-HOSP1-000726,,,False,Invalid Email,46,2023,3,1,Wednesday
HOSP1-000727,Linda,Hart,O,270-02-9340,989959075621626,Male,1952-07-09,"Unit 2045 Box 2067, DPO AP 89934",2024-09-13,hospital_a,A-HOSP1-000727,,,False,Invalid Email,73,2024,9,3,Friday
HOSP1-000728,Blake,Whitaker,Q,733-60-5319,45337336058716,Male,2023-05-23,"1851 Susan Burg Apt. 613, Ericview, TN 50990",2023-06-13,hospital_a,A-HOSP1-000728,,,False,Invalid Email,2,2023,6,2,Tuesday
HOSP1-000729,Dave,Barajas,O,773-19-0519,652919899704784,Male,1948-11-26,"753 James Roads, New Georgeshire, OK 79812",2022-06-01,hospital_a,A-HOSP1-000729,,,False,Invalid Email,76,2022,6,2,Wednesday
HOSP1-000730,Jennifer,Martinez,Z,586-48-5383,14754348622,Female,2015-12-20,"2610 Antonio Mountains Apt. 712, New Jessicahaven, FL 58267",2024-03-20,hospital_a,A-HOSP1-000730,,,False,Invalid Email,9,2024,3,1,Wednesday
HOSP1-000731,Joshua,Pineda,Q,597-97-3717,17056550578,Male,1990-02-05,"18456 Murphy Valleys, North Jessica, MT 58106",2023-04-23,hospital_a,A-HOSP1-000731,,,False,Invalid Email,35,2023,4,2,Sunday
HOSP1-000732,Victoria,Gilbert,T,790-25-8612,0019708091784,Female,1962-08-29,"46048 Ruben Trace Suite 329, Evansside, WV 37119",2021-11-22,hospital_a,A-HOSP1-000732,,,False,Invalid Email,62,2021,11,4,Monday
HOSP1-000733,Jacob,King,R,551-99-5617,0017457254314502,Male,1997-10-06,"42722 Ryan Rest, Port Adamland, NJ 21314",2020-02-11,hospital_a,A-HOSP1-000733,,,False,Invalid Email,27,2020,2,1,Tuesday
HOSP1-000734,Brandy,Collins,Z,324-28-4243,449284843641310,Female,1924-03-19,"27458 Virginia Manors, South Jeremy, PA 54691",2021-02-23,hospital_a,A-HOSP1-000734,,,False,Invalid Email,101,2021,2,1,Tuesday
HOSP1-000735,Jennifer,Nichols,H,819-59-3133,2546528804490,Female,2009-09-25,"3461 Molly Key Suite 191, Lake Paula, KS 24862",2024-01-27,hospital_a,A-HOSP1-000735,,,False,Invalid Email,15,2024,1,1,Saturday
HOSP1-000736,Patricia,Hawkins,J,521-92-4585,8824378151,Female,1933-08-15,"827 Ruth Lodge, Huntchester, MA 52862",2022-01-29,hospital_a,A-HOSP1-000736,,,False,Invalid Email,91,2022,1,1,Saturday
HOSP1-000737,Kristen,Martinez,U,079-66-5876,9205958683,Male,2008-12-18,"PSC 4837, Box 3087, APO AE 94721",2024-06-05,hospital_a,A-HOSP1-000737,,,False,Invalid Email,16,2024,6,2,Wednesday
HOSP1-000738,Erica,Harrington,X,221-33-1899,8778766019,Female,1926-04-03,"1796 Rivas Extensions Apt. 882, Mortontown, ND 31692",2020-08-23,hospital_a,A-HOSP1-000738,,,False,Invalid Email,99,2020,8,3,Sunday
HOSP1-000739,Victor,Hall,W,554-92-1461,2215970070,Male,2011-03-25,"192 Butler Plain, South Lauraview, IL 16268",2020-12-19,hospital_a,A-HOSP1-000739,,,False,Invalid Email,14,2020,12,4,Saturday
HOSP1-000740,Laurie,Trevino,Q,555-77-7195,976681433609171,Female,1965-06-09,"PSC 8033, Box 5095, APO AA 91157",2021-02-17,hospital_a,A-HOSP1-000740,,,False,Invalid Email,60,2021,2,1,Wednesday
HOSP1-000741,Stephanie,Abbott,A,265-19-6355,0017976943786,Male,1978-09-03,"7756 Sanders Throughway Suite 444, South Christopherside, CT 54797",2021-02-09,hospital_a,A-HOSP1-000741,,,False,Invalid Email,46,2021,2,1,Tuesday
HOSP1-000742,Jose,Hendricks,Q,024-74-6667,0018114742418510,Male,1968-10-06,"396 Jennifer Ford, Wilsonberg, MT 49785",2020-09-10,hospital_a,A-HOSP1-000742,,,False,Invalid Email,56,2020,9,3,Thursday
HOSP1-000743,Joshua,Torres,J,348-52-1645,001694902540539732,Female,1978-01-14,"122 Troy Mountain, Allisontown, AS 09962",2023-03-15,hospital_a,A-HOSP1-000743,,,False,Invalid Email,47,2023,3,1,Wednesday
HOSP1-000744,Erin,Sullivan,D,183-05-7695,8107470683,Female,1971-05-26,"060 James Plains Apt. 294, Cobbton, WI 62603",2023-08-24,hospital_a,A-HOSP1-000744,,,False,Invalid Email,54,2023,8,3,Thursday
HOSP1-000745,Erin,Wood,O,537-11-9701,9409172430,Female,1994-05-12,"810 John Vista Apt. 013, East Williamland, ME 80027",2023-11-04,hospital_a,A-HOSP1-000745,,,False,Invalid Email,31,2023,11,4,Saturday
HOSP1-000746,Mary,Mitchell,Y,688-45-5683,1338376793669943,Female,1956-08-23,"8030 Mary Ridge Suite 443, Cantrellland, ND 20744",2020-06-28,hospital_a,A-HOSP1-000746,,,False,Invalid Email,68,2020,6,2,Sunday
HOSP1-000747,Emily,Brown,C,435-09-0598,90991754015028,Female,1965-03-06,"Unit 9210 Box 8937, DPO AE 28218",2020-02-15,hospital_a,A-HOSP1-000747,,,False,Invalid Email,60,2020,2,1,Saturday
HOSP1-000748,Megan,Jackson,D,205-70-8871,6587994149693,Female,1989-05-08,"310 Howard Skyway Apt. 070, Santiagotown, WA 73361",2024-08-12,hospital_a,A-HOSP1-000748,,,False,Invalid Email,36,2024,8,3,Monday
HOSP1-000749,Matthew,Carter,W,180-12-9577,39793711994823,Female,2012-05-02,"8067 Allison Summit, Petersontown, GA 80448",2020-11-04,hospital_a,A-HOSP1-000749,,,False,Invalid Email,13,2020,11,4,Wednesday
HOSP1-000750,Zachary,Shea,D,255-71-3349,86866680274448,Male,1952-04-21,"612 Craig Park, Beardland, NC 36353",2021-04-09,hospital_a,A-HOSP1-000750,,,False,Invalid Email,73,2021,4,2,Friday
HOSP1-000751,Ann,Morton,C,259-08-3858,4995210422,Male,2009-09-08,"585 Claudia Rapid, Port Eric, AK 23451",2020-06-09,hospital_a,A-HOSP1-000751,,,False,Invalid Email,15,2020,6,2,Tuesday
HOSP1-000752,Tasha,Lopez,V,866-52-4457,4035121781,Female,1946-11-14,"10331 Joyce Lake Apt. 452, East Gwendolyn, NJ 90433",2023-11-27,hospital_a,A-HOSP1-000752,,,False,Invalid Email,78,2023,11,4,Monday
HOSP1-000753,Andrew,Cortez,P,810-93-5964,00136550080216720,Female,1997-04-22,"1771 Davis Manors Suite 211, Kevinton, AS 32622",2021-05-28,hospital_a,A-HOSP1-000753,,,False,Invalid Email,28,2021,5,2,Friday
HOSP1-000754,Brandy,Hunt,Y,894-11-4730,5644453684,Male,1933-12-28,"4403 Hannah Motorway Apt. 143, Smithbury, GA 20885",2022-11-26,hospital_a,A-HOSP1-000754,,,False,Invalid Email,91,2022,11,4,Saturday
HOSP1-000755,Erik,Ross,Z,715-15-9104,475565329551111,Male,1937-01-13,"775 Smith Fields, North Johnside, PR 88228",2021-02-05,hospital_a,A-HOSP1-000755,,,False,Invalid Email,88,2021,2,1,Friday
HOSP1-000756,Gregory,Schmidt,I,178-44-6200,5223561991,Male,1996-07-24,"Unit 0881 Box 9832, DPO AA 31010",2024-06-02,hospital_a,A-HOSP1-000756,,,False,Invalid Email,29,2024,6,2,Sunday
HOSP1-000757,Adam,Garcia,K,057-88-5471,00150585077910444,Male,2006-02-11,"711 Poole Hill, Port Ericton, PR 92568",2022-06-13,hospital_a,A-HOSP1-000757,,,False,Invalid Email,19,2022,6,2,Monday
HOSP1-000758,Jessica,Martin,Y,384-93-8876,7235268908289,Female,1964-09-10,"72641 Tucker Skyway, Port Maryland, VI 63070",2023-07-23,hospital_a,A-HOSP1-000758,,,False,Invalid Email,60,2023,7,3,Sunday
HOSP1-000759,Elizabeth,Holland,H,503-14-5088,0017844801633964,Female,1989-07-11,"391 Davis Field Suite 783, South Briantown, MS 12934",2021-01-22,hospital_a,A-HOSP1-000759,,,False,Invalid Email,36,2021,1,1,Friday
HOSP1-000760,Samuel,Sanchez,M,728-05-6000,00161555790975835,Male,2020-11-15,"362 Estrada Pines Suite 963, Francisland, WV 88333",2023-03-29,hospital_a,A-HOSP1-000760,,,False,Invalid Email,4,2023,3,1,Wednesday
HOSP1-000761,David,Tran,X,360-90-9742,7546707000,Male,1970-09-16,"94666 John Prairie, South Joshua, IN 16851",2024-02-17,hospital_a,A-HOSP1-000761,,,False,Invalid Email,54,2024,2,1,Saturday
HOSP1-000762,Jeffery,Parks,R,285-54-2453,1879949157646592,Male,1982-03-13,"06371 Horton Causeway Apt. 675, New Christopher, WY 98058",2021-02-28,hospital_a,A-HOSP1-000762,,,False,Invalid Email,43,2021,2,1,Sunday
HOSP1-000763,Deborah,Johnson,T,473-92-2138,924748963169811,Male,2014-02-28,"949 Joseph Shores, Patelshire, LA 15029",2021-11-21,hospital_a,A-HOSP1-000763,,,False,Invalid Email,11,2021,11,4,Sunday
HOSP1-000764,Tara,Foley,Y,352-16-4606,37171996478829,Female,2011-03-21,"Unit 0997 Box 4495, DPO AE 96570",2022-02-20,hospital_a,A-HOSP1-000764,,,False,Invalid Email,14,2022,2,1,Sunday
HOSP1-000765,Carol,Moreno,A,029-01-7442,3965357116,Female,1941-06-08,"3065 Sheila Cape, Josetown, AS 21549",2021-12-27,hospital_a,A-HOSP1-000765,,,False,Invalid Email,84,2021,12,4,Monday
HOSP1-000766,Linda,Hunt,X,717-47-5154,13098992180,Male,1993-12-21,"8437 Joseph Islands Apt. 790, South John, AL 22960",2022-02-17,hospital_a,A-HOSP1-000766,,,False,Invalid Email,31,2022,2,1,Thursday
HOSP1-000767,David,Tate,W,024-25-3477,4569535298,Male,2015-11-09,"49897 Preston Village Suite 251, New Austin, VI 47105",2024-07-08,hospital_a,A-HOSP1-000767,,,False,Invalid Email,9,2024,7,3,Monday
HOSP1-000768,Spencer,Waters,V,415-56-8453,95186843904939,Male,1989-12-03,"391 Hardin Groves Suite 198, Huffbury, NY 46276",2024-07-16,hospital_a,A-HOSP1-000768,,,False,Invalid Email,35,2024,7,3,Tuesday
HOSP1-000769,Kristie,White,N,070-37-4365,001410746151708904,Male,1950-02-15,"5428 Taylor Rue, West Jennifershire, CO 86340",2022-05-11,hospital_a,A-HOSP1-000769,,,False,Invalid Email,75,2022,5,2,Wednesday
HOSP1-000770,Jennifer,Gonzales,N,080-92-8759,6683440281,Male,2005-08-31,"8805 Jackson Plaza Suite 424, Walkerport, WY 66617",2023-04-02,hospital_a,A-HOSP1-000770,,,False,Invalid Email,19,2023,4,2,Sunday
HOSP1-000771,Jacqueline,Ellis,O,352-82-8404,00172062777844152,Male,1932-10-05,"669 Bell Station Apt. 173, Rioschester, ID 54615",2023-05-21,hospital_a,A-HOSP1-000771,,,False,Invalid Email,92,2023,5,2,Sunday
HOSP1-000772,Marc,Schultz,I,245-32-6984,4354869616,Female,1967-03-10,"959 Victoria Freeway Suite 400, West Christopherchester, DE 79474",2024-03-03,hospital_a,A-HOSP1-000772,,,False,Invalid Email,58,2024,3,1,Sunday
HOSP1-000773,Mark,Sullivan,H,777-96-6611,0018323360966,Female,1983-12-29,"003 Robert Ridge Suite 311, South Sabrinaborough, AR 97127",2021-09-03,hospital_a,A-HOSP1-000773,,,False,Invalid Email,41,2021,9,3,Friday
HOSP1-000774,Colleen,Thomas,S,772-86-5616,8798191471,Male,1959-08-14,"54200 Richard Ridge, Davidmouth, KS 32183",2020-11-07,hospital_a,A-HOSP1-000774,,,False,Invalid Email,65,2020,11,4,Saturday
HOSP1-000775,Cindy,Long,Z,579-69-3778,759597100790773,Female,1925-07-14,"7780 Richardson Curve, New Tina, HI 41603",2022-11-11,hospital_a,A-HOSP1-000775,,,False,Invalid Email,100,2022,11,4,Friday
HOSP1-000776,Douglas,Smith,L,339-39-0757,1517645802821168,Male,2005-07-23,"91686 Eric Forks Apt. 382, Port Melissaburgh, GU 54814",2020-11-30,hospital_a,A-HOSP1-000776,,,False,Invalid Email,20,2020,11,4,Monday
HOSP1-000777,Megan,Douglas,A,370-59-7946,4652481437,Female,1999-09-12,"2928 Clark Extension, Owensview, TX 85263",2021-05-05,hospital_a,A-HOSP1-000777,,,False,Invalid Email,25,2021,5,2,Wednesday
HOSP1-000778,James,Soto,N,791-20-9861,71987688622737,Male,1953-12-27,"Unit 5720 Box 1792, DPO AE 15328",2021-10-13,hospital_a,A-HOSP1-000778,,,False,Invalid Email,71,2021,10,4,Wednesday
HOSP1-000779,Christopher,Ward,B,065-82-9661,8468352305,Female,1997-06-06,"19808 Danielle Trail Suite 713, New Williamborough, SD 90119",2020-03-01,hospital_a,A-HOSP1-000779,,,False,Invalid Email,28,2020,3,1,Sunday
HOSP1-000780,Alexandra,Valdez,T,097-05-3603,583762444307833,Female,1979-07-14,"790 Eric Shoals, Port Barbara, LA 46978",2023-09-24,hospital_a,A-HOSP1-000780,,,False,Invalid Email,46,2023,9,3,Sunday
HOSP1-000781,Christopher,Krause,J,338-16-3730,9822701768,Male,1975-05-19,"8245 Sarah Mountains Suite 312, West Juliachester, OK 61545",2024-03-19,hospital_a,A-HOSP1-000781,,,False,Invalid Email,50,2024,3,1,Tuesday
HOSP1-000782,Ebony,Snyder,Y,100-57-1282,00171378524626498,Female,1945-03-19,"2759 Vicki Plaza Suite 527, Lake Erin, FM 47265",2024-04-22,hospital_a,A-HOSP1-000782,,,False,Invalid Email,80,2024,4,2,Monday
HOSP1-000783,Chad,Young,U,431-36-5757,2862606438271,Female,1984-02-16,"787 Jason Way, East Maria, SD 85898",2022-03-14,hospital_a,A-HOSP1-000783,,,False,Invalid Email,41,2022,3,1,Monday
HOSP1-000784,Shane,Morales,H,529-68-8479,3135378993518,Female,1950-01-25,"1260 Ramirez Neck Apt. 753, Port Johnmouth, DC 50857",2021-08-12,hospital_a,A-HOSP1-000784,,,False,Invalid Email,75,2021,8,3,Thursday
HOSP1-000785,Heather,Ortiz,W,564-99-7561,9787025284697,Female,1954-07-06,"228 Pearson Wells, Ryanside, OK 67872",2023-10-19,hospital_a,A-HOSP1-000785,,,False,Invalid Email,71,2023,10,4,Thursday
HOSP1-000786,Kaylee,Campbell,C,669-07-4457,60341884076533,Male,1986-11-16,"PSC 6235, Box 3078, APO AE 69286",2023-08-13,hospital_a,A-HOSP1-000786,,,False,Invalid Email,38,2023,8,3,Sunday
HOSP1-000787,Larry,Wood,Y,850-08-1932,7278668389,Male,1981-10-28,"5176 Blevins Meadow, Lake Patricktown, NH 20788",2021-07-15,hospital_a,A-HOSP1-000787,,,False,Invalid Email,43,2021,7,3,Thursday
HOSP1-000788,Nancy,Weaver,U,849-55-4888,2835124292,Male,2022-10-20,"41684 Schwartz Street Apt. 545, Port Aaron, MN 63612",2024-04-07,hospital_a,A-HOSP1-000788,,,False,Invalid Email,2,2024,4,2,Sunday
HOSP1-000789,Laurie,Conley,E,559-03-0751,00195133951709530,Male,1930-05-13,"648 Hernandez Overpass Apt. 859, Coxchester, MN 38518",2022-04-13,hospital_a,A-HOSP1-000789,,,False,Invalid Email,95,2022,4,2,Wednesday
HOSP1-000790,Terri,Duncan,W,486-39-8826,46856157723001,Male,1984-11-29,"6391 Wood Meadows, Millerberg, CO 53402",2024-06-14,hospital_a,A-HOSP1-000790,,,False,Invalid Email,40,2024,6,2,Friday
HOSP1-000791,Rachel,Carrillo,N,214-18-1023,19038348655831,Female,1926-07-14,"77605 Lawson Drive Suite 826, Barryburgh, VA 11904",2023-08-12,hospital_a,A-HOSP1-000791,,,False,Invalid Email,99,2023,8,3,Saturday
HOSP1-000792,Cathy,Archer,P,525-03-3739,19558187512,Female,1985-05-08,"24132 Edwards Springs, Thomasland, NC 93711",2022-10-18,hospital_a,A-HOSP1-000792,,,False,Invalid Email,40,2022,10,4,Tuesday
HOSP1-000793,Susan,Hernandez,N,122-46-1848,3659494034861,Male,1996-03-13,"564 Kelley Ramp, Rothport, MP 34173",2022-11-16,hospital_a,A-HOSP1-000793,,,False,Invalid Email,29,2022,11,4,Wednesday
HOSP1-000794,Daniel,Gonzales,J,757-13-6636,47650408296221,Female,2004-04-02,"7305 Miranda Cliff Apt. 555, Lake Tracy, NE 63351",2024-08-07,hospital_a,A-HOSP1-000794,,,False,Invalid Email,21,2024,8,3,Wednesday
HOSP1-000795,David,Mendoza,O,367-40-8376,00140595709894786,Female,1973-08-02,"16180 Michael Point Suite 416, Graychester, VA 17987",2020-02-14,hospital_a,A-HOSP1-000795,,,False,Invalid Email,52,2020,2,1,Friday
HOSP1-000796,Angela,Silva,U,269-98-6292,001220231358417792,Female,1946-05-17,"80045 Wyatt Stream Suite 693, Warrenstad, MI 96952",2023-12-28,hospital_a,A-HOSP1-000796,,,False,Invalid Email,79,2023,12,4,Thursday
HOSP1-000797,Marissa,Jones,K,375-37-0685,7525235320,Female,1931-04-22,"6287 Teresa Cliff Apt. 280, Steveborough, KS 93205",2021-02-17,hospital_a,A-HOSP1-000797,,,False,Invalid Email,94,2021,2,1,Wednesday
HOSP1-000798,Corey,Adams,B,241-03-3453,14269261566623,Female,1950-03-05,"82052 Anderson Branch, Port Maurice, MT 02253",2023-05-10,hospital_a,A-HOSP1-000798,,,False,Invalid Email,75,2023,5,2,Wednesday
HOSP1-000799,Timothy,Morgan,H,146-01-4364,6954041234459,Male,1949-11-20,"1102 Mendoza Run Apt. 346, Port Ryanville, GA 71727",2022-10-18,hospital_a,A-HOSP1-000799,,,False,Invalid Email,75,2022,10,4,Tuesday
HOSP1-000800,Chris,Dunn,O,303-05-0211,69396178817536,Male,2007-01-15,"38886 Lewis Viaduct, Lake Adamport, ID 97787",2024-05-31,hospital_a,A-HOSP1-000800,,,False,Invalid Email,18,2024,5,2,Friday
HOSP1-000801,Dean,Guerrero,P,031-15-9651,001370703719798709,Female,1995-12-20,"473 Vicki Ville, Port Carrieborough, CT 99322",2023-12-24,hospital_a,A-HOSP1-000801,,,False,Invalid Email,29,2023,12,4,Sunday
HOSP1-000802,Kimberly,Woodward,X,718-40-5879,0015606923770023,Male,1952-10-19,"4572 Lee Canyon, Josephside, GU 93876",2020-07-29,hospital_a,A-HOSP1-000802,,,False,Invalid Email,72,2020,7,3,Wednesday
HOSP1-000803,Cynthia,Brooks,V,585-42-3243,7974959245,Male,1960-10-16,"0356 Huang Manors Suite 835, East Sara, PR 77730",2023-11-23,hospital_a,A-HOSP1-000803,,,False,Invalid Email,64,2023,11,4,Thursday
HOSP1-000804,Andrew,Oliver,E,887-44-7144,17649306166431,Female,1996-09-09,"9073 Wilson River Apt. 305, Scottbury, AL 72906",2022-02-12,hospital_a,A-HOSP1-000804,,,False,Invalid Email,28,2022,2,1,Saturday
